created_at,screen_name,text,target
Mon Feb 08 07:25:25 +0000 2016,deepakparab2424,"#NissanPavilion #XTrail India’s @Nissan_India first full hybrid SUV, is at the Auto Expo! WoooHooo This is amazing! ",
Mon Feb 08 07:25:33 +0000 2016,deepakparab2424,Brand Ambassador #NissanPavilion John Abraham speaks on just showcased @Nissan_India  #XTrail at Auto Expo ,
Mon Feb 08 07:25:35 +0000 2016,Vimalsumbly,"RT @IndiaTriumph: The next generation of Bonneville Motorcycles are here, on display at #AutoExpo2016, hall 6. #TriumphAtAutoExpo …",
Mon Feb 08 07:25:36 +0000 2016,vineetbiradarp,"RT @indianautos: #Honda makes ‘Sunday #FUNtastic’ with Bollywood Khiladi ‘#AkshayKumar’ at the #AutoExpo2016

#RaceTracktoRoad …",
Mon Feb 08 07:25:41 +0000 2016,KUV100price,New #Mahindra #cars at the Delhi #Auto #Expo #2016 ,
Mon Feb 08 07:25:42 +0000 2016,sammyredefined,"The only Bike in Asia, worth Rs 1.5 cr. The sexiest bike in the world. #autoexpo2016… ",
Mon Feb 08 07:25:42 +0000 2016,UNGLOBALCITIZEN,RT @nagubela: #RenaultKwid #AutoExpo2016 #RenaultAtAutoExpo #AETMS2016 #AMT  ,
Mon Feb 08 07:25:43 +0000 2016,deepakparab2424,At the #NissanPavilion John Abraham @Nissan_India speaks about the recently showcased #XTrail at Auto Expo ,
Mon Feb 08 07:25:44 +0000 2016,IDE_AutoWorks,#IDEautoworks #Studio34 #AETMS16 ,
Mon Feb 08 07:25:47 +0000 2016,desiTraveler,The most clicked futuristic machine at #autoexpo2016 by #ToyotaAtAutoExpo toyota_india @ Auto… ,
Mon Feb 08 07:25:52 +0000 2016,naveenroy1,RT @viralbollywood: #AkshayKumar at the launch of a Honda Bike at Auto Expo 2016. ,
Mon Feb 08 07:25:55 +0000 2016,vineetbiradarp,"RT @indianautos: #Tata #Zica –  

#AutoExpo2016 #Fantastico #AETMS2016 #madeofgreat ",
Mon Feb 08 07:25:55 +0000 2016,PrajvinS,RT @AutoExpo2016: #Guess The brand ambassadors of Audi. (Hint: One of them is in this picture) #AETMS16 ,
Mon Feb 08 07:25:55 +0000 2016,abjitrock,Mahindra KUV100 makes 1st motorshow appearance - Mahindra KUV100 makes first motorshow appearance at Auto Expo 201.. ,
Mon Feb 08 07:26:00 +0000 2016,fajadwet,Futuristic car @Toyota_India Mirai stole the show at Auto Expo. Car that oozes innovation &amp; class #ToyotaAtAutoExpo ,
Mon Feb 08 07:26:00 +0000 2016,naveenroy1,RT @viralbollywood: #AkshayKumar at the launch of a Honda Bike at Auto Expo 2016. ,
Mon Feb 08 07:26:05 +0000 2016,Prashant_220,RT @Maruti_Corp: More than 10 awards and still counting! #MarutiSuzukiTransformotion is making news at @AutoExpo2016 #AETMS16 ,
Mon Feb 08 07:26:08 +0000 2016,ErSchae,"I have that obnoxiously ,catchy pepperoni song stuck in my head &amp;amp; idk whether to j  ",
Mon Feb 08 07:26:11 +0000 2016,DepZayas,India's First Full Hybrid SUV #XTrail head to #NissanPavilion at #AutoExpo2016 watch n  ,
Mon Feb 08 07:26:15 +0000 2016,erpratik68,#XTrail India’s first full hybrid SUV is at the Auto Expo! Excited to see it on road soon #NissanPavilion ,
Mon Feb 08 07:26:15 +0000 2016,mohit1601,"Find out what @TheJohnAbraham has to say about the new Nissan X-Trail Hybrid from #NissanPavilion, #AETMS2016.",
Mon Feb 08 07:26:33 +0000 2016,kamleshrv1,RT @JBMAuto: #AutoExpo2016 #iendorsepublictransport #iamatjbm @9540369309 @krishangopal122 ,
Mon Feb 08 07:26:33 +0000 2016,djmontykhanna,Getting cooked in the Sun ?????@ auto expo,
Mon Feb 08 07:26:58 +0000 2016,deepakparab2424,"#XTrail India’s first full hybrid SUV is at the Auto Expo!
Excited to see it on road soon #NissanPavilion
  ..",
Mon Feb 08 07:27:01 +0000 2016,rk_kashyap1,"RT @TeamAkshay: [Photo Album] Akshay sir at Auto Expo 2016.
 ",
Mon Feb 08 07:27:06 +0000 2016,sshhhsania, Retweeted New #Mahindra #cars at the Delhi #Auto #Expo #2016  ,
Mon Feb 08 07:27:07 +0000 2016,roma_cream,"Check guys  @TheJohnAbraham has to say about the new Nissan X-Trail Hybrid from #NissanPavilion, #AETMS2016.",
Mon Feb 08 07:27:08 +0000 2016,sujitchandran,RT @manav_sinha: Robert Vadra spotted at @JLRIndia stall at #AutoExpo2016 @TheQuint ,
Mon Feb 08 07:27:19 +0000 2016,toi_tech,"#AutoExpo2016 : Mercedes Benz S500 Cabriolet in-car tech

 ",
Mon Feb 08 07:27:21 +0000 2016,JBMAuto,#AutoExpo2016 #iendorsepublictransport #iamatjbm @SamiSamshad ,
Mon Feb 08 07:27:35 +0000 2016,Sensible_Mona,"#ToyotaAtAutoExpo
The most amazing auto expo with amazing cars launched 
@Toyota_india",
Mon Feb 08 07:27:48 +0000 2016,madeofgreat,Fans enjoyed creating their #madeofgreat personalized Nexon at #AutoExpo2016. Now it’s your turn. Stay tuned. ,
Mon Feb 08 07:27:54 +0000 2016,nididcoy,The Hero Xtreme 200 S compact sportsbike which was unveiled last week at the 2016 Auto Expo:  via @YouTube,
Mon Feb 08 07:27:57 +0000 2016,SiwanMahara,"RT @Akkistaan: Video: @akshaykumar sir singing #TungTungbaje song today during #AutoExpo2016 at Greater Noida, today! ",
Mon Feb 08 07:28:13 +0000 2016,oartija,@AutoExpo2016 alia nd viraat,
Mon Feb 08 07:28:16 +0000 2016,PrajvinS,RT @TenNewsDotIn: HOW DO YOU RATE @AUTOEXPO2016 #AETMS2016 EXPERIENCE ? @TENNEWSDOTIN #AETMS2016,
Mon Feb 08 07:28:21 +0000 2016,jigarbjadav,RT @madeofgreat: Fans enjoyed creating their #madeofgreat personalized Nexon at #AutoExpo2016. Now it’s your turn. Stay tuned. …,
Mon Feb 08 07:28:27 +0000 2016,SouLSteer,"@Toyota_India #Innova Crysta at #AutoExpo2016 #MPV

 ",
Mon Feb 08 07:28:33 +0000 2016,iAbhishhek,RT @nitinshivhare: Thanks @GoodyearJOJ FOR THE AMAZING GIFT !!!!? #GYATEXPO16 #AETMS2016 #AUTOEXPO16 ,
Mon Feb 08 07:28:36 +0000 2016,agaali786,The best for me from Auto expo. Jeep in India#Beast is here. ,
Mon Feb 08 07:28:48 +0000 2016,ETBIndia,Witness the service that is being offered for the first time ever in the industry of commercial vehicles at #EicherAutoExpo @AutoExpo2016,
Mon Feb 08 07:28:52 +0000 2016,hitesh_yadav2,#DesignTransformotion at the Auto Expo. Have a look at this beast. ,
Mon Feb 08 07:28:52 +0000 2016,Kabirahun,"#AutoExpo2016 : Mercedes Benz S500 Cabriolet in-car tech

 ",
Mon Feb 08 07:29:14 +0000 2016,MB_SilverArrows,RT @motorzest: Don't miss d mighty @MercedesBenzInd #G500 4x4 at #AETMS2016 @MercedesNation @MercedesFansDe @MercedesFanClub ,
Mon Feb 08 07:29:16 +0000 2016,naveenroy1,"RT @TeamAkshay: [Photo Album] Akshay sir at Auto Expo 2016.
 ",
Mon Feb 08 07:29:18 +0000 2016,SawyPri,i wonder if i started to write someone a text about everything i liked about that pers  ,
Mon Feb 08 07:29:21 +0000 2016,mayank_batra,RT @coolfunnytshirt: You will soon get an invite from Ashutosh to attend the annual 'Auto Correct Expo'.,
Mon Feb 08 07:29:31 +0000 2016,naveenroy1,RT @TeamAkshay: Akshay sir at Auto Expo 2016. ,
Mon Feb 08 07:29:39 +0000 2016,mohitbudhiraja9,@AutoExpo2016  It was Awesome,
Mon Feb 08 07:29:40 +0000 2016,vaibhavjoshi112,"RT @AkshaySolapurFC: The most humble &amp; generous person @akshaykumar at @honda2wheelerin 
stall at #AutoExpo2016 ",
Mon Feb 08 07:29:44 +0000 2016,sammyredefined,"Believe me, this is a bike.. #autoexpo2016 #indiaexpomart #instagrammers #2016 #bikers #model… ",
Mon Feb 08 07:29:46 +0000 2016,vkr1981,Enjoying Auto Expo-2016 with company team members...... ,
Mon Feb 08 07:29:53 +0000 2016,Freelif16725626,"RT @TeamAkshay: [Photo Album] Akshay sir at Auto Expo 2016.
 ",
Mon Feb 08 07:29:57 +0000 2016,rishibonny,Who is willing to buy this? #mercedes #bike #autoexpo2016 @ India… ,
Mon Feb 08 07:30:03 +0000 2016,Babu__0,"Super!!! Check this out at the good look #NissanPavilion at Auto Expo. 
#XTrail . @Nissan_India  ",
Mon Feb 08 07:30:07 +0000 2016,SinhaDivyjyoti,RT @coolfunnytshirt: You will soon get an invite from Ashutosh to attend the annual 'Auto Correct Expo'.,
Mon Feb 08 07:30:10 +0000 2016,juhishah11,"Check out #XTrail full Hybrid car from #NissanPavilion at Auto Expo!
 @Nissan_India",
Mon Feb 08 07:30:15 +0000 2016,TVSMotor,"Catch a glimpse #TVSVictor at the #AutoExpo2016 stall in Hall 2, Stall E-8. Know more: ",
Mon Feb 08 07:30:21 +0000 2016,sangeetaagrawa2,"Do check out #XTrail  full Hybrid  car from #NissanPavilion at Auto Expo!
   @Nissan_India",
Mon Feb 08 07:30:21 +0000 2016,AutoExpo2016,#Guess which retired sportsman was present for the unveil of BMW 7 series. (Hint: He was a cricket legend) #AETMS16 ,
Mon Feb 08 07:30:22 +0000 2016,abjitrock,Slideshow : 2016 VW Polo - 2016 VW Polo showcased at the Auto Expo - The Economic Times ,
Mon Feb 08 07:30:23 +0000 2016,Tech_Sharer,RT @fajadwet: Futuristic car @Toyota_India Mirai stole the show at Auto Expo. Car that oozes innovation &amp; class #ToyotaAtAutoExpo …,
Mon Feb 08 07:30:23 +0000 2016,_SEO_Tools,RT @SEO_Blogspot: FULL AUTOMATIC #Blogging for BLOGGER BLOGSPOT  #adsense #blog #autoblog #AutoExpo2016 Help Increas…,
Mon Feb 08 07:30:24 +0000 2016,Tech_Sharer,RT @desiTraveler: The most clicked futuristic machine at #autoexpo2016 by #ToyotaAtAutoExpo toyota_india @ Auto… ,
Mon Feb 08 07:30:27 +0000 2016,yvsmadhav,RT @bmwindia: It’s the last day of the Auto Expo. You still have 5 chances to improve your BMW EQ. Only to be rewarded in the bargain. #Fut…,
Mon Feb 08 07:30:31 +0000 2016,Kvgarg1,RT @rushlane: Ashok Leyland unveils new line-up at 2016 Auto Expo  ,
Mon Feb 08 07:30:33 +0000 2016,JustShukla,"If #BoxOnWheels
Turns out to be another car tht is making its way to #AutoExpo2016
It better be a sasta, hybrid &amp; classy one
#WhatsInTheBox",
Mon Feb 08 07:30:36 +0000 2016,lekhraj96193787,"RT @carblogindia: #RenaultAtAutoExpo - Kwid SCe, Duster facelift showcased &gt;&gt; 

@RenaultIndia #AutoExpo2016 https://…",
Mon Feb 08 07:30:36 +0000 2016,aadee_ram,Here's @SidnChips with Sonia Singh doing their Facebook live for @TheQuint from @Nissan_India arena #AutoExpo2016 ,
Mon Feb 08 07:30:42 +0000 2016,akankshagup,amazingly designed and beautiful hue ,
Mon Feb 08 07:30:46 +0000 2016,Navanethakumar,"RT @MercedesBenzInd: #BestKeepWinning Watch this video to find out why we have the best pavilion at @AutoExpo2016. @autocarindiamag
https:/…",
Mon Feb 08 07:30:47 +0000 2016,theluxecafe,"@India_Yamaha take the veils off the new #scooter at #AutoExpo2016, the #RayZR. Stay tuned for more updates! #Luxury #YamahaScooter",
Mon Feb 08 07:30:48 +0000 2016,mytruxtransport,RT @ETBIndia: Witness the service that is being offered for the first time ever in the industry of commercial vehicles at #EicherAutoExpo @…,
Mon Feb 08 07:30:49 +0000 2016,trucks_dekho,"Get latest news, events, &amp; more on #AutoExpo2016 at TrucksDekho @  #TrucksAtExpo ",
Mon Feb 08 07:30:53 +0000 2016,RenaultIndia,"Crowd swamps the Renault stall on a super Monday at #AutoExpo2016. Visit #RenaultAtAutoExpo at Stall 19, Hall 15. ",
Mon Feb 08 07:30:56 +0000 2016,sukh_artist,"#XTrail India’s first full hybrid SUV is at the Auto Expo at #NissanPavilion
",
Mon Feb 08 07:30:56 +0000 2016,sukh_artist,"#XTrail India’s first full hybrid SUV is at the Auto Expo at #NissanPavilion
",
Mon Feb 08 07:31:09 +0000 2016,IDE_AutoWorks,#IDEautoworks #AETMS16 #conceptdesign #DesignandExecuted  #Hondacarsindia #HondaJazzRacingconcept ,
Mon Feb 08 07:31:18 +0000 2016,InMyLifeeeeee,"RT @trucks_dekho: Get latest news, events, &amp; more on #AutoExpo2016 at TrucksDekho @  #TrucksAtExpo ",
Mon Feb 08 07:31:29 +0000 2016,akankshagup,resembles batman car ,
Mon Feb 08 07:31:34 +0000 2016,Subirt99,Could we please get inside the premises and click few pictures  please @JLRIndia #JLRindia #AutoExpo2016 ,
Mon Feb 08 07:31:38 +0000 2016,SaifiFiroz,RT @Delhi927BIGFM: All set for a ride with #BikersForGood and #RiderzPlanet #SafeRider ! Catch all updates @AutoExpo2016  on @927BIGFM http…,
Mon Feb 08 07:31:39 +0000 2016,sammyredefined,#autoexpo2016 #indiaexpomart #instagrammers #2016 #bikers #model #motorshow #bikelife #instapic… ,
Mon Feb 08 07:31:44 +0000 2016,akankshagup,quite an elegant and classy look. ,
Mon Feb 08 07:31:53 +0000 2016,TusharP75788052,RT @Maruti_Corp: More than 10 awards and still counting! #MarutiSuzukiTransformotion is making news at @AutoExpo2016 #AETMS16 ,
Mon Feb 08 07:31:58 +0000 2016,Subirt99,@AutoExpo2016 Sachin Tendulkar #AutoExpo2016,
Mon Feb 08 07:32:20 +0000 2016,IndiaFone,"RT @toi_tech: #AutoExpo2016 : Mercedes Benz S500 Cabriolet in-car tech

 ",
Mon Feb 08 07:32:24 +0000 2016,akankshagup,superb.... ,
Mon Feb 08 07:32:24 +0000 2016,Moto_hood,@AutoExpo2016 should be Kapil dev or Ravi Shastri,
Mon Feb 08 07:32:34 +0000 2016,Kushalparekh5,"RT @Akkistaan: HD Pics: @akshaykumar sir spotted  at #AutoExpo2016 , Greater Noida, yesterday for @honda2wheelerin launch! ",
Mon Feb 08 07:32:44 +0000 2016,iamabikerdotcom,"360 degree selfie from the Auto Expo 2016 ???
#autoexpo2016 #autoexpo #aetms2016 #aetms16… ",
Mon Feb 08 07:32:46 +0000 2016,arun61100,"RT @carblogindia: #RenaultAtAutoExpo - #Kwid SCe, AMT and Concepts showcased &gt;&gt; 

@RenaultIndia #AutoExpo2016 https:…",
Mon Feb 08 07:32:56 +0000 2016,sammyredefined,Yamaha...#autoexpo2016 #indiaexpomart #instagrammers #2016 #bikers #model #motorshow #bikelife… ,
Mon Feb 08 07:32:56 +0000 2016,SachinmOfficial,"#XTrail India’s first full hybrid SUV is at the Auto Expo!
Excited to see it on road soon #NissanPavilion
  ..",
Mon Feb 08 07:33:02 +0000 2016,autocarindiamag,#BLOG &gt;&gt; Of #Cars and #Stars at #AutoExpo2016  #Bollywood ,
Mon Feb 08 07:33:06 +0000 2016,style_icon13,@Toyota_India @AutoExpo2016 #ToyotaAtAutoExpo just rocked with superb display of amazing cars!,
Mon Feb 08 07:33:15 +0000 2016,HelpGambling,RT : Mohit : ryustreet: Muscle #ford #fordmustang #fordmustanggt #musclecar #autoexpo #autoexpo2016… … ,
Mon Feb 08 07:33:17 +0000 2016,imvaibhav31,"RT @RenaultIndia: Crowd swamps the Renault stall on a super Monday at #AutoExpo2016. Visit #RenaultAtAutoExpo at Stall 19, Hall 15. https:/…",
Mon Feb 08 07:33:34 +0000 2016,maliabhi,"RT @trucks_dekho: Get latest news, events, &amp; more on #AutoExpo2016 at TrucksDekho @  #TrucksAtExpo ",
Mon Feb 08 07:33:34 +0000 2016,PrajvinS,RT @IndiaToday: [Gallery] #AutoExpo2016: #Engines on display at .@AutoExpo2016  ,
Mon Feb 08 07:33:42 +0000 2016,Omarserna,"RT @IndiaToday: #AutoExpo2016: Indian Motorcycle eyes 15 per cent market share; 12 showrooms this year
 …",
Mon Feb 08 07:33:45 +0000 2016,jayeshsyal,"@AutoExpo2016 @akshaykumar @honda2wheelerin pay attention on customer service as well, very disappointing and frustrating customer service..",
Mon Feb 08 07:34:02 +0000 2016,RichardBejah,#Auto #AWESUM List of new cars unveiled at the Auto Expo 2016 – IAB Picks: Fr..  #New ,
Mon Feb 08 07:34:02 +0000 2016,BejahNEWS,#Motor List of new cars unveiled at the Auto Expo 2016 – IAB Picks: From Aud..  #News ,
Mon Feb 08 07:34:03 +0000 2016,BejahFACTS,#Auto #News List of new cars unveiled at the Auto Expo 2016 – IAB Picks: From Audi..  ,
Mon Feb 08 07:34:19 +0000 2016,mohit1601,"Inside the all-new #XTrail Hybrid with a raft of advanced technology at #NissanPavilion, #AETMS2016 @Nissan_India",
Mon Feb 08 07:34:28 +0000 2016,gaadiwaadi,"Tata Zica Aktiv Walkaround Video from 2016 Delhi Auto Expo 
 @ZicaTataMotors",
Mon Feb 08 07:34:30 +0000 2016,impcmaniacruhi,"RT @mohit1601: Inside the all-new #XTrail Hybrid with a raft of advanced technology at #NissanPavilion, #AETMS2016 @Nissan_India",
Mon Feb 08 07:34:32 +0000 2016,rakib_ansar,"#XTrail India’s first full hybrid SUV is at the Auto Expo at #NissanPavilion
",
Mon Feb 08 07:34:37 +0000 2016,dwsAutoIndia,Mahindra cars &amp; SUVs at the Auto Expo: Mahindra showcased half a dozen interesting cars and SUVs at the 2016 A... ,
Mon Feb 08 07:34:39 +0000 2016,Toyota_India,@coolboykeerthi Do visit us at Hall No. 9 to experience one of the most exciting automotive showcases at @AutoExpo2016 #ToyotaAtAutoExpo,
Mon Feb 08 07:34:44 +0000 2016,Bondhu_Bongo,@BIndapur_wala Be stunned with the  #DesignTransformotion taking place at Auto Expo.  #DesignTransformotion,
Mon Feb 08 07:34:51 +0000 2016,PrajvinS,RT @shrayimawsm: Had a great time at #AutoExpo2016 ,
Mon Feb 08 07:34:53 +0000 2016,Bondhu_Bongo,@no_dm_pls Transforming designs like never before at the Auto Expo.  #DesignTransformotion,
Mon Feb 08 07:34:56 +0000 2016,HanJamvwal,"With the first full hybrid SUV, Nissan has made the Auto Expo truly memorable. @Nissan_India #XTrail #NissanPavilion ",
Mon Feb 08 07:34:58 +0000 2016,sammyredefined,#autoexpo2016 #indiaexpomart #instagrammers #2016 #bikers #model #motorshow #bikelife #instapic… ,
Mon Feb 08 07:35:01 +0000 2016,ShinCheng,"RT @Aditi08: On facebook, people have stopped getting married. They're all checking into auto expo now.",
Mon Feb 08 07:35:05 +0000 2016,ujwalvarma,RT @Ainesh28: JBM adds the comfort of a car in a bus. Going electric is the way to go green #iwasatjbm @JBMAuto #AutoExpo2016 ,
Mon Feb 08 07:35:06 +0000 2016,AlexWitzleben,India: Top carmakers join forces for electric vehicles  #electriccars #electriccar #vwgate #VW,
Mon Feb 08 07:35:06 +0000 2016,SachinmOfficial,yes  At the #NissanPavilion John Abraham @Nissan_India speaks about the recently showcased #XTrail at Auto Expo ,
Mon Feb 08 07:35:19 +0000 2016,TenNewsDotIn,RT @AutoExpo2016: #Guess which retired sportsman was present for the unveil of BMW 7 series. (Hint: He was a cricket legend) #AETMS16 https…,
Mon Feb 08 07:35:25 +0000 2016,SachinmOfficial,here  Brand Ambassador #NissanPavilion John Abraham speaks on just showcased @Nissan_India  #XTrail at Auto Expo ,
Mon Feb 08 07:35:29 +0000 2016,IndiaNewsNViews,"Delhi #AutoExpo2016 LIVE: Expect Maruti’s Ignis, Triumph bikes to debut   ",
Mon Feb 08 07:35:37 +0000 2016,Simran_dream,This Year @Toyota_India Comes with future technology &amp; Innovation at the #ToyotaAtAutoExpo. #AutoExpo2016,
Mon Feb 08 07:35:43 +0000 2016,SachinmOfficial,"#NissanPavilion #XTrail India’s @Nissan_India first full hybrid SUV, is at the Auto Expo! WoooHooo This  amazing! ",
Mon Feb 08 07:35:59 +0000 2016,TheQuint,RT @aadee_ram: Here's @SidnChips with Sonia Singh doing their Facebook live for @TheQuint from @Nissan_India arena #AutoExpo2016 .…,
Mon Feb 08 07:36:00 +0000 2016,CoolRaniK,Great to see Toyota has taken over the Auto Expo by storm after their amazing range of cars impressed people thoroughly. #ToyotaAtAutoExpo,
Mon Feb 08 07:36:02 +0000 2016,SouLSteer,"mPower #BMWstories at #AutoExpo2016 @bmwindia #bmw #BMWM4 

 ",
Mon Feb 08 07:36:07 +0000 2016,coolboykeerthi,RT @Toyota_India: @coolboykeerthi Do visit us at Hall No. 9 to experience one of the most exciting automotive showcases at @AutoExpo2016 #T…,
Mon Feb 08 07:36:15 +0000 2016,rakib_ansar,"John Abraham Shows  #XTrail Hybrid car from #NissanPavilion at  Auto Expo 2016
  @Nissan_India",
Mon Feb 08 07:36:22 +0000 2016,JBMAuto,#AutoExpo2016 #iendorsepublictransport #iamatjbm @deepakjaiswal22 ,
Mon Feb 08 07:36:22 +0000 2016,swatej_k,RT @AutoExpo2016: #Guess which retired sportsman was present for the unveil of BMW 7 series. (Hint: He was a cricket legend) #AETMS16 https…,
Mon Feb 08 07:36:22 +0000 2016,ShahidsWarrior_,"#NissanPavilion #XTrail India’s 1st full hybrid SUV is here at #AutoExpo2016 
@Nissan_India
 .Excitement at its peak",
Mon Feb 08 07:36:23 +0000 2016,ShahidsWarrior_,"#NissanPavilion #XTrail India’s 1st full hybrid SUV is here at #AutoExpo2016 
@Nissan_India
 .Excitement at its peak",
Mon Feb 08 07:36:35 +0000 2016,anujprajapati11,"RT @Nissan_India: Inside the all-new #XTrail Hybrid with a raft of advanced technology at #NissanPavilion, #AETMS2016 ",
Mon Feb 08 07:36:37 +0000 2016,Gaoutham,@AutoExpo2016 Hehehe none other than the Master Blaster! :),
Mon Feb 08 07:36:44 +0000 2016,dev_baruah,@AutoExpo2016 Virat Kohli and Alia Bhat are the brand ambassadors of Audi #Guess #AETMS16,
Mon Feb 08 07:36:52 +0000 2016,aliaa08nextd75,Airport Spotting : Ranbir Kapoor Returns To Mumbai After Attending Auto Expo...  ,
Mon Feb 08 07:36:52 +0000 2016,dumbwire,Auto Expo 2016: Mercedes Benz S500 Cabriolet in-car tech - ,
Mon Feb 08 07:36:53 +0000 2016,genioussurfers,Do check out #XTrail  full Hybrid  car from #NissanPavilion at Auto Expo!,
,,,
Mon Feb 08 07:36:53 +0000 2016,flywheelupdates,Hero MotoCorp Bags the Best Two Wheeler Pavilion at 2016 Auto Expo  ,
Mon Feb 08 07:36:56 +0000 2016,PrajvinS,"RT @bulletcompany: Come 2 hall 16, @AUTOTODAYMAG stall and take selfies with @DucatiMotor bikes. Spot urslf @IndiaToday #AutoExpo2016 https…",
Mon Feb 08 07:37:04 +0000 2016,kp_85,@imAnandChavan yes i loved the Toyota hybrid cars at Auto Expo 2016.  #ToyotaAtAutoExpo,
Mon Feb 08 07:37:07 +0000 2016,PrajvinS,RT @AutoExpo2016: Have you visited Auto Expo - The Motor Show 2016? #AETMS16 #AutoExpo2016,
Mon Feb 08 07:37:22 +0000 2016,Moto_hood,"The next generation of @IndiaTriumph are on display at @AutoExpo2016 
 ",
Mon Feb 08 07:37:30 +0000 2016,akkiansatyam,Here's what John Abraham said about the the first hybrid SUV of India. #XTrail #NissanPavilion ,
Mon Feb 08 07:37:38 +0000 2016,JBMAuto,#AutoExpo2016 #iendorsepublictransport #iamatjbm ,
Mon Feb 08 07:37:38 +0000 2016,gaganabh,#XTrail a fully hybrid SUV is @AutoExpo2016 woowww egarly waiting to see on roads. #NissanPavilion  @Nissan_India,
Mon Feb 08 07:37:39 +0000 2016,gaganabh,#XTrail a fully hybrid SUV is @AutoExpo2016 woowww egarly waiting to see on roads. #NissanPavilion  @Nissan_India,
Mon Feb 08 07:37:42 +0000 2016,CoolRaniK,Undoubtedly I can say this year's Auto Expo has been all about Toyota and their magnificent range of cars #ToyotaAtAutoExpo,
Mon Feb 08 07:37:47 +0000 2016,sammyredefined,That's #Benelli... #autoexpo2016 #indiaexpomart #instagrammers #2016 #bikers #model #motorshow… ,
Mon Feb 08 07:37:48 +0000 2016,Rideraven,#BLOG &gt;&gt; Of #Cars and #Stars at #AutoExpo2016  #Bollywood ,
Mon Feb 08 07:38:11 +0000 2016,AJAYJAIDKA1,#NissanPavilion #XTrail India’s first full hybrid SUV is at the Auto Expo I wish I could buy when it will be on road ,
Mon Feb 08 07:38:18 +0000 2016,DatsunIndia,"RT @SouLSteer: @DatsunIndia Go+ PlayStation 3 edition at #AutoExpo2016 #gaming #Racing #MPV

 ",
Mon Feb 08 07:38:22 +0000 2016,DatsunIndia,"RT @SouLSteer: 1970 #Datsun #Bluebird 1600 SS (510) at #AutoExpo2016 #DatsunPavilion 

 ",
Mon Feb 08 07:38:26 +0000 2016,AkshayJ45226470,"RT @AKFansGroup: VIDEO : Fans Gone Mad When #AkshayKumar Reaches at #AutoExpo2016 in Greater Noida Yesterday

",
Mon Feb 08 07:38:28 +0000 2016,mumkanitish,RT @chetan_s5: JBM unveiled Electric Bus 'Ecolife' @AutoExpo2016 A Bus tht runs 100% on Electric Power #GoodYearATExpo @GoodyearJOJ https:/…,
Mon Feb 08 07:38:29 +0000 2016,DatsunIndia,RT @MotorBeam:  #Datsun Showcases New Colour Variant For GO+ At #AutoExpo2016 @DatsunIndia @Nissan_India …,
Mon Feb 08 07:38:32 +0000 2016,Subirt99,The New @JLRIndia #XE luxurious class sedan from #JLRindia #AutoExpo2016 #aetms2016 #Indian #India ,
Mon Feb 08 07:38:34 +0000 2016,iam_bajaj,@omarazamii @Toyota_India wow this is sheer beauty at Auto expo #ToyotaAtAutoExpo,
Mon Feb 08 07:38:36 +0000 2016,danny_taylor68,Auto Expo 2016: Mercedes Benz S500 Cabriolet in-car tech ,
Mon Feb 08 07:38:39 +0000 2016,DatsunIndia,RT @MotorBeam:  #Datusn GO Rally Car Showcased At #2016AutoExpo [Live] #AETMS2016 @DatsunIndia @Nissan_India https:/…,
Mon Feb 08 07:38:42 +0000 2016,GMCSHARE,"RT @SouLSteer: @DatsunIndia Go+ PlayStation 3 edition at #AutoExpo2016 #gaming #Racing #MPV

 ",
Mon Feb 08 07:38:51 +0000 2016,DatsunIndia,RT @motorzest: A stunning 1970 #DatsunBluebird1600SSS on display at #AETMS2016 @DatsunIndia @Nissan_India @Nissan @Nissan_MSport .…,
Mon Feb 08 07:39:02 +0000 2016,JBMAuto,#AutoExpo2016 #iendorsepublictransport #iamatjbm ,
Mon Feb 08 07:39:03 +0000 2016,927BIGFM,RT @Delhi927BIGFM: All set for a ride with #BikersForGood and #RiderzPlanet #SafeRider ! Catch all updates @AutoExpo2016  on @927BIGFM http…,
Mon Feb 08 07:39:12 +0000 2016,IndiaToday,"#AutoExpo2016: What we know of Fiat #Avventura #UrbanCross
 ",
Mon Feb 08 07:39:29 +0000 2016,SheetalKapur1,RT @NexaExperience: #DesignTransformotion ,
Mon Feb 08 07:39:30 +0000 2016,PrajvinS,RT @RV_Deshpande: Visited Auto Expo 2016 in Greater Noida. Invited several auto majors to invest in Karnataka state in the sector. https://…,
Mon Feb 08 07:39:42 +0000 2016,BollywoodBang2,"Auto Expo 2016 Akshay Kumar's Dhamaal, the fans sang 'tunge tunge'  ",
Mon Feb 08 07:39:45 +0000 2016,bikedekho,"#first2expo Exclusive: UM Renegade to Get More Variants by Year End, Confirms Official #AutoExpo2016 ",
Mon Feb 08 07:39:45 +0000 2016,PrajvinS,RT @DishaDimension: I think more people are aware of the #AutoExpo2016 this year than any other time in history.,
Mon Feb 08 07:39:46 +0000 2016,ContestBaba,@Maruti_Corp @AutoExpo2016 Amazing contest join up @gauravjd09  join in #DesignTransformotion,
Mon Feb 08 07:39:47 +0000 2016,nishajg,Big congrats to toyota for three Consecutive awards #ToyotaAtAutoExpo @AutoExpo2016,
Mon Feb 08 07:39:47 +0000 2016,JBMAuto,#AutoExpo2016 #iendorsepublictransport #iamatjbm @srinu1990 ,
